,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
2534,6/5/2011,Season 1,Episode 8,The Pointy End,joffrey lannister,Let her speak.,House Lannister, let her speak,3,"['let', 'her', 'speak']","['let', 'speak']","['let', 'speak']", let speak,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0008106543138390272,0.000884433962264151,0.0,0.0
2535,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,"Thank you, Your Grace.",House Stark, thank you your grace,4,"['thank', 'you', 'your', 'grace']","['thank', 'grace']","['thank', 'grace']", thank grace,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6486}",0.6486,0.0005211349160393746,0.0010809748427672956,0.0,0.0009511731135066582
2537,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,"No, My Lords. I know he must be punished.",House Stark, no my lords i know he must be punished,9,"['no', 'my', 'lords', 'i', 'know', 'he', 'must', 'be', 'punished']","['lords', 'know', 'must', 'punished']","['lord', 'know', 'must', 'punished']", lord know must punished,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.4588}",-0.4588,0.0019687319050376373,0.002751572327044025,0.002054169202678028,0.0004755865567533291
2538,6/5/2011,Season 1,Episode 8,The Pointy End,joffrey lannister,He said I wasn't the King. Why did he say that?,House Lannister, he said i was not the king why did he say that,12,"['he', 'said', 'i', 'was', 'not', 'the', 'king', 'why', 'did', 'he', 'say', 'that']","['said', 'king', 'say']","['said', 'king', 'say']", said king say,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0022775525960239333,0.0025877882599580713,0.0014201663623453033,0.0016909744240118367
2539,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,He was badly hurt.,House Stark, he was badly hurt,4,"['he', 'was', 'badly', 'hurt']","['badly', 'hurt']","['badly', 'hurt']", badly hurt,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7579}",-0.7579,0.0,0.0,0.0006086427267194157,0.0
2541,6/5/2011,Season 1,Episode 8,The Pointy End,grand maester pycelle,Treason is treason!,House Lannister, treason is treason,3,"['treason', 'is', 'treason']","['treason', 'treason']","['treason', 'treason']", treason treason,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7003}",-0.7003,0.0,0.0,0.0,0.0
2542,6/5/2011,Season 1,Episode 8,The Pointy End,joffrey lannister,Anything else?,House Lannister, anything else,2,"['anything', 'else']","['anything', 'else']","['anything', 'else']", anything else,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0004632310364794441,0.0,0.0004564820450395618,0.0
2543,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,"If you still have any affection in your heart for me, please do me this kindness, Your Grace.",House Stark, if you still have any affection in your heart for me please do me this kindness your grace,18,"['if', 'you', 'still', 'have', 'any', 'affection', 'in', 'your', 'heart', 'for', 'me', 'please', 'do', 'me', 'this', 'kindness', 'your', 'grace']","['still', 'affection', 'heart', 'please', 'kindness', 'grace']","['still', 'affection', 'heart', 'please', 'kindness', 'grace']", still affection heart please kindness grace,"{'neg': 0.0, 'neu': 0.148, 'pos': 0.852, 'compound': 0.8885}",0.8885,0.0003860258637328701,0.0008025419287211741,0.0002536011361330899,0.0006341154090044388
2544,6/5/2011,Season 1,Episode 8,The Pointy End,joffrey lannister,Your sweet words have moved me.,House Lannister, your sweet words have moved me,6,"['your', 'sweet', 'words', 'have', 'moved', 'me']","['sweet', 'words', 'moved']","['sweet', 'word', 'moved']", sweet word moved,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}",0.4588,0.0,0.0,0.0,0.0
2545,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,He will.,House Stark, he will,2,"['he', 'will']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
2547,6/12/2011,Season 1,Episode 9,Baelor,eddard stark,Another visit? lt seems you're my last friend.,House Stark, another visit lt seems you are my last friend,9,"['another', 'visit', 'lt', 'seems', 'you', 'are', 'my', 'last', 'friend']","['another', 'visit', 'lt', 'seems', 'last', 'friend']","['another', 'visit', 'lt', 'seems', 'last', 'friend']", another visit lt seems last friend,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}",0.4939,0.00019301293186643504,0.0,0.0002536011361330899,0.0002113718030014796
2549,6/12/2011,Season 1,Episode 9,Baelor,eddard stark,On her knees begging for me. Hm! Did you laugh with the others?,House Stark, on her knees begging for me hm did you laugh with the others,13,"['on', 'her', 'knees', 'begging', 'for', 'me', 'hm', 'did', 'you', 'laugh', 'with', 'the', 'others']","['knees', 'begging', 'hm', 'laugh', 'others']","['knee', 'begging', 'hm', 'laugh', 'others']", knee begging hm laugh others,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.5574}",0.5574,0.0,0.0,0.0,0.0
2551,6/12/2011,Season 1,Episode 9,Baelor,eddard stark,l don't know what you want. l've given up trying to guess.,House Stark, i do not know what you want lve given up trying to guess,13,"['i', 'do', 'not', 'know', 'what', 'you', 'want', 'lve', 'given', 'up', 'trying', 'to', 'guess']","['know', 'want', 'lve', 'given', 'trying', 'guess']","['know', 'want', 'lve', 'given', 'trying', 'guess']", know want lve given trying guess,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0772,0.0007334491410924531,0.0015395702306079664,0.0018259281801582471,0.001162544916508138
2553,6/12/2011,Season 1,Episode 9,Baelor,eddard stark,Huh. Can you free me from this pit?,House Stark, huh can you free me from this pit,8,"['huh', 'can', 'you', 'free', 'me', 'from', 'this', 'pit']","['huh', 'free', 'pit']","['huh', 'free', 'pit']", huh free pit,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,0.0,0.0,0.0,0.0
2555,6/12/2011,Season 1,Episode 9,Baelor,eddard stark,"What do you want? Tell me. No riddles, no stories. Tell me, what do you want?",House Stark, what do you want tell me no riddles no stories tell me what do you want,16,"['what', 'do', 'you', 'want', 'tell', 'me', 'no', 'riddles', 'no', 'stories', 'tell', 'me', 'what', 'do', 'you', 'want']","['want', 'tell', 'riddles', 'stories', 'tell', 'want']","['want', 'tell', 'riddle', 'story', 'tell', 'want']", want tell riddle story tell want,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.1531}",0.1531,0.0012738853503184713,0.0022929769392033544,0.0032460945425035505,0.0016909744240118367
2557,6/12/2011,Season 1,Episode 9,Baelor,eddard stark,Robb? He's just a boy.,House Stark, robb he is just a boy,6,"['robb', 'he', 'is', 'just', 'a', 'boy']","['robb', 'boy']","['robb', 'boy']", robb boy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0016213086276780544,0.0011792452830188679,0.0,0.0015852885225110971
2559,6/12/2011,Season 1,Episode 9,Baelor,eddard stark,Stannis Baratheon is Robert's true heir. The throne is his by rights.,House Stark, stannis baratheon is roberts true heir the throne is his by rights,12,"['stannis', 'baratheon', 'is', 'roberts', 'true', 'heir', 'the', 'throne', 'is', 'his', 'by', 'rights']","['stannis', 'baratheon', 'roberts', 'true', 'heir', 'throne', 'rights']","['stannis', 'baratheon', 'robert', 'true', 'heir', 'throne', 'right']", stannis baratheon robert true heir throne right,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",0.4215,0.00023161551823972206,0.0007721248876909255,0.00017389792191983307,0.00036235166228825073
2561,6/12/2011,Season 1,Episode 9,Baelor,eddard stark,"You want me to serve the woman who murdered my king, who butchered my men, who crippled my son?",House Stark, you want me to serve the woman who murdered my king who butchered my men who crippled my son,19,"['you', 'want', 'me', 'to', 'serve', 'the', 'woman', 'who', 'murdered', 'my', 'king', 'who', 'butchered', 'my', 'men', 'who', 'crippled', 'my', 'son']","['want', 'serve', 'woman', 'murdered', 'king', 'butchered', 'men', 'crippled', 'son']","['want', 'serve', 'woman', 'murdered', 'king', 'butchered', 'men', 'crippled', 'son']", want serve woman murdered king butchered men crippled son,"{'neg': 0.346, 'neu': 0.551, 'pos': 0.102, 'compound': -0.6249}",-0.6249,0.001093739947243132,0.0014194619147449336,0.001825928180158247,0.0013386880856760376
2563,6/12/2011,Season 1,Episode 9,Baelor,eddard stark,You think my life is some precious thing to me? That l would trade my honor for a few more years of... of what? You grew up with actors. You learned their craft and you learnt it well. But l grew up with soldiers. l learned how to die a long time ago.,House Stark, you think my life is some precious thing to me that i would trade my honor for a few more years of of what you grew up with actors you learned their craft and you learnt it well but i grew up with soldiers i learned how to die a long time ago,53,"['you', 'think', 'my', 'life', 'is', 'some', 'precious', 'thing', 'to', 'me', 'that', 'i', 'would', 'trade', 'my', 'honor', 'for', 'a', 'few', 'more', 'years', 'of', 'of', 'what', 'you', 'grew', 'up', 'with', 'actors', 'you', 'learned', 'their', 'craft', 'and', 'you', 'learnt', 'it', 'well', 'but', 'i', 'grew', 'up', 'with', 'soldiers', 'i', 'learned', 'how', 'to', 'die', 'a', 'long', 'time', 'ago']","['think', 'life', 'precious', 'thing', 'would', 'trade', 'honor', 'years', 'grew', 'actors', 'learned', 'craft', 'learnt', 'well', 'grew', 'soldiers', 'learned', 'die', 'long', 'time', 'ago']","['think', 'life', 'precious', 'thing', 'would', 'trade', 'honor', 'year', 'grew', 'actor', 'learned', 'craft', 'learnt', 'well', 'grew', 'soldier', 'learned', 'die', 'long', 'time', 'ago']", think life precious thing would trade honor year grew actor learned craft learnt well grew soldier learned die long time ago,"{'neg': 0.13, 'neu': 0.569, 'pos': 0.301, 'compound': 0.6249}",0.6249,0.000777566382661924,0.0007112908056304282,0.0005506767527461382,0.0006039194371470847
2565,6/12/2011,Season 1,Episode 9,Baelor,robb stark,lt's a birthday message to his grand-niece Walda.,House Stark, lts a birthday message to his grandniece walda,8,"['lts', 'a', 'birthday', 'message', 'to', 'his', 'grandniece', 'walda']","['lts', 'birthday', 'message', 'grandniece', 'walda']","['lts', 'birthday', 'message', 'grandniece', 'walda']", lts birthday message grandniece walda,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.3818}",0.3818,0.0,0.0,0.0,0.0
2567,6/12/2011,Season 1,Episode 9,Baelor,catelyn stark,Keep shooting them down. We can't risk Lord Walder sending word of your movements to the Lannisters.,House Stark, keep shooting them down we cannot risk lord walder sending word of your movements to the lannisters,17,"['keep', 'shooting', 'them', 'down', 'we', 'cannot', 'risk', 'lord', 'walder', 'sending', 'word', 'of', 'your', 'movements', 'to', 'the', 'lannisters']","['keep', 'shooting', 'cannot', 'risk', 'lord', 'walder', 'sending', 'word', 'movements', 'lannisters']","['keep', 'shooting', 'cannot', 'risk', 'lord', 'walder', 'sending', 'word', 'movement', 'lannisters']", keep shooting cannot risk lord walder sending word movement lannisters,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.2057}",0.2057,0.0006369426751592356,0.0009532232704402516,0.0005173463177115033,0.00019023462270133164
2568,6/12/2011,Season 1,Episode 9,Baelor,robb stark,He's Grandfather's bannerman. We can't expect his support?,House Stark, he is grandfathers bannerman we cannot expect his support,9,"['he', 'is', 'grandfathers', 'bannerman', 'we', 'cannot', 'expect', 'his', 'support']","['grandfathers', 'bannerman', 'cannot', 'expect', 'support']","['grandfather', 'bannerman', 'cannot', 'expect', 'support']", grandfather bannerman cannot expect support,"{'neg': 0.361, 'neu': 0.639, 'pos': 0.0, 'compound': -0.3089}",-0.3089,0.00016213086276780544,0.0004716981132075472,0.00042604990870359096,0.0003804692454026633
2570,6/12/2011,Season 1,Episode 9,Baelor,robb stark,Father rots in a dungeon. How long before they take his head? We need to cross the Trident and we need to do it now.,House Stark, father rots in a dungeon how long before they take his head we need to cross the trident and we need to do it now,25,"['father', 'rots', 'in', 'a', 'dungeon', 'how', 'long', 'before', 'they', 'take', 'his', 'head', 'we', 'need', 'to', 'cross', 'the', 'trident', 'and', 'we', 'need', 'to', 'do', 'it', 'now']","['father', 'rots', 'dungeon', 'long', 'take', 'head', 'need', 'cross', 'trident', 'need']","['father', 'rot', 'dungeon', 'long', 'take', 'head', 'need', 'cross', 'trident', 'need']", father rot dungeon long take head need cross trident need,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005558772437753329,0.0005896226415094339,0.0007912355447352405,0.0013950538998097654
2573,6/12/2011,Season 1,Episode 9,Baelor,catelyn stark,"The Freys have held the crossing for 600 years, and for 600 years they have never failed to exact their toll.",House Stark, the freys have held the crossing for 600 years and for 600 years they have never failed to exact their toll,21,"['the', 'freys', 'have', 'held', 'the', 'crossing', 'for', '600', 'years', 'and', 'for', '600', 'years', 'they', 'have', 'never', 'failed', 'to', 'exact', 'their', 'toll']","['freys', 'held', 'crossing', '600', 'years', '600', 'years', 'never', 'failed', 'exact', 'toll']","['frey', 'held', 'crossing', '600', 'year', '600', 'year', 'never', 'failed', 'exact', 'toll']", frey held crossing 600 year 600 year never failed exact toll,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4023}",0.4023,0.00016844764962888878,0.00019654088050314464,0.0002766557848724617,0.00017294056609211967
2574,6/12/2011,Season 1,Episode 9,Baelor,robb stark,Have my horse saddled and ready.,House Stark, have my horse saddled and ready,6,"['have', 'my', 'horse', 'saddled', 'and', 'ready']","['horse', 'saddled', 'ready']","['horse', 'saddled', 'ready']", horse saddled ready,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,0.0,0.0,0.0,0.0
2577,6/12/2011,Season 1,Episode 9,Baelor,robb stark,"My father would do whatever it took to secure our crossing. Whatever it took. lf l'm going to lead this army, l can't have other men doing my bargaining for me.",House Stark, my father would do whatever it took to secure our crossing whatever it took lf lm going to lead this army i cannot have other men doing my bargaining for me,31,"['my', 'father', 'would', 'do', 'whatever', 'it', 'took', 'to', 'secure', 'our', 'crossing', 'whatever', 'it', 'took', 'lf', 'lm', 'going', 'to', 'lead', 'this', 'army', 'i', 'cannot', 'have', 'other', 'men', 'doing', 'my', 'bargaining', 'for', 'me']","['father', 'would', 'whatever', 'took', 'secure', 'crossing', 'whatever', 'took', 'lf', 'lm', 'going', 'lead', 'army', 'cannot', 'men', 'bargaining']","['father', 'would', 'whatever', 'took', 'secure', 'crossing', 'whatever', 'took', 'lf', 'lm', 'going', 'lead', 'army', 'cannot', 'men', 'bargaining']", father would whatever took secure crossing whatever took lf lm going lead army cannot men bargaining,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}",0.34,0.001035031847133758,0.0010256977201257862,0.0008749239196591601,0.0005152187698161065
2578,6/12/2011,Season 1,Episode 9,Baelor,catelyn stark,l agree. l'll go.,House Stark, i agree lll go,4,"['i', 'agree', 'lll', 'go']","['agree', 'lll', 'go']","['agree', 'lll', 'go']", agree lll go,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,0.0005790387955993051,0.0012120020964360588,0.0006086427267194157,0.0016909744240118367
2580,6/12/2011,Season 1,Episode 9,Baelor,catelyn stark,l have known Lord Walder since l was a girl. He would never harm me.,House Stark, i have known lord walder since i was a girl he would never harm me,15,"['i', 'have', 'known', 'lord', 'walder', 'since', 'i', 'was', 'a', 'girl', 'he', 'would', 'never', 'harm', 'me']","['known', 'lord', 'walder', 'since', 'girl', 'would', 'never', 'harm']","['known', 'lord', 'walder', 'since', 'girl', 'would', 'never', 'harm']", known lord walder since girl would never harm,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.431}",0.431,0.0015634047481181239,0.0017811517295597482,0.0011412051125989045,0.0003963221306277743
2583,6/12/2011,Season 1,Episode 9,Baelor,catelyn stark,"lt is a great pleasure to see you again after so many years, my lord.",House Stark, lt is a great pleasure to see you again after so many years my lord,15,"['lt', 'is', 'a', 'great', 'pleasure', 'to', 'see', 'you', 'again', 'after', 'so', 'many', 'years', 'my', 'lord']","['lt', 'great', 'pleasure', 'see', 'many', 'years', 'lord']","['lt', 'great', 'pleasure', 'see', 'many', 'year', 'lord']", lt great pleasure see many year lord,"{'neg': 0.0, 'neu': 0.391, 'pos': 0.609, 'compound': 0.8316}",0.8316,0.0013731491438497806,0.0011230907457322552,0.0007390661681592904,0.00045293957786031344
2589,6/12/2011,Season 1,Episode 9,Baelor,catelyn stark,ls there somewhere we can talk?,House Stark, ls there somewhere we can talk,6,"['ls', 'there', 'somewhere', 'we', 'can', 'talk']","['ls', 'somewhere', 'talk']","['l', 'somewhere', 'talk']", l somewhere talk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0003275681341719078,0.0,0.0
2591,6/12/2011,Season 1,Episode 9,Baelor,catelyn stark,l'm sure she will give you many sons.,House Stark, lm sure she will give you many sons,8,"['lm', 'sure', 'she', 'will', 'give', 'you', 'many', 'sons']","['lm', 'sure', 'give', 'many', 'sons']","['lm', 'sure', 'give', 'many', 'son']", lm sure give many son,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",0.3182,0.0011117544875506658,0.0005110062893081761,0.0009738283627510651,0.000507292327203551
2593,6/12/2011,Season 1,Episode 9,Baelor,catelyn stark,"He is quite ill, my lord.",House Stark, he is quite ill my lord,6,"['he', 'is', 'quite', 'ill', 'my', 'lord']","['quite', 'ill', 'lord']","['quite', 'ill', 'lord']", quite ill lord,"{'neg': 0.607, 'neu': 0.393, 'pos': 0.0, 'compound': -0.4754}",-0.4754,0.0015441034549314803,0.001736111111111111,0.0005072022722661798,0.0
2595,6/12/2011,Season 1,Episode 9,Baelor,catelyn stark,"My lord, l –",House Stark, my lord i –,4,"['my', 'lord', 'i']",['lord'],['lord'], lord,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.004632310364794441,0.005208333333333333,0.0015216068167985392,0.0
